VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2024-01-23 08:29:48,2024-01-23 08:49:05.033572,2,2.88,41,163,1,14.03,3.45,0.0,1.0,18.47
2,2024-01-05 23:54:30,2024-01-05 23:59:47.485366,1,2.07,158,114,1,-5.0,2.25,0.0,1.0,11.88
2,2024-01-11 13:52:46,2024-01-11 14:10:14.902051,1,3.75,61,13,2,13.77,0.0,0.0,1.0,14.77
2,2024-01-22 11:23:09,2024-01-22 11:24:36.852359,3,1.47,186,142,1,5.08,0.68,0.0,1.0,6.76
2,2024-01-04 13:47:37,2024-01-04 14:15:09.537864,1,5.03,50,50,2,19.93,0.0,0.0,1.0,20.93
1,2024-01-31 07:32:00,2024-01-31 08:04:02.186128,1,4.71,132,256,2,22.92,0.0,0.0,1.0,23.92
2,2024-01-03 07:56:04,2024-01-03 08:11:28.319940,2,2.35,41,132,1,12.76,1.97,0.0,1.0,15.73
2,2024-01-24 12:04:22,2024-01-24 12:15:46.455387,4,2.51,4,186,1,10.73,3.01,0.0,1.0,14.75
2,2024-01-29 18:31:01,2024-01-29 18:45:56.766587,5,2.62,256,132,2,11.07,0.0,0.0,1.0,12.07
1,2024-01-25 00:31:17,2024-01-25 00:46:11.552247,1,5.14,82,162,1,20.51,5.97,0.0,1.0,27.48
1,2024-01-26 08:57:31,2024-01-26 09:08:58.640129,4,1.66,256,140,2,10.88,0.0,10.82,1.0,22.7
1,2024-01-17 07:50:08,2024-01-17 08:10:55.405692,5,3.88,79,61,1,19.81,4.46,0.0,1.0,25.27
1,2024-01-30 14:13:47,2024-01-30 14:19:30.446597,6,0.59,170,113,1,4.63,0.69,0.0,1.0,6.32
1,2024-01-17 13:04:20,2024-01-17 13:14:53.765320,5,1.9,140,230,1,11.72,1.15,0.0,1.0,13.87
2,2024-01-24 16:09:55,2024-01-24 16:20:00.645984,6,2.12,140,41,2,9.48,0.0,0.0,1.0,10.48
1,2024-01-20 11:11:08,2024-01-20 11:19:28.864590,2,1.7,132,48,1,8.11,1.31,0.0,1.0,10.42
2,2024-01-13 08:23:06,2024-01-13 08:51:14.837519,4,4.63,255,161,2,23.13,0.0,0.0,1.0,24.13
1,2024-01-11 17:40:11,2024-01-11 18:00:21.926670,6,3.17,237,90,1,16.36,4.69,0.0,1.0,22.05
1,2024-01-16 17:35:59,2024-01-16 17:46:18.569238,5,1.06,114,24,1,7.91,1.54,0.0,1.0,10.45
1,2024-01-26 16:07:42,2024-01-26 16:17:36.270784,4,1.06,13,79,2,6.57,0.0,0.0,1.0,7.57
2,2024-01-06 17:10:43,2024-01-06 17:35:08.763600,1,2.57,132,90,2,16.36,0.0,0.0,1.0,17.36
2,2024-01-23 12:53:59,2024-01-23 13:13:54.504455,6,4.39,163,170,1,16.83,2.72,0.0,1.0,20.55
1,2024-01-04 08:52:23,2024-01-04 09:04:30.875800,1,2.31,186,48,1,9.67,0.17,0.0,1.0,10.84
1,2024-01-16 21:31:07,2024-01-16 21:51:59.415663,1,4.94,158,256,1,19.96,4.78,0.0,1.0,25.74
2,2024-01-25 07:56:16,2024-01-25 08:11:52.304402,4,3.39,48,100,1,16.1,4.82,0.0,1.0,21.91
1,2024-01-12 19:58:06,2024-01-12 20:10:50.806391,2,1.99,41,7,1,9.75,0.95,0.0,1.0,11.69
1,2024-01-19 14:17:25,2024-01-19 14:22:39.841208,1,1.07,158,132,1,5.69,1.58,0.0,1.0,8.27
2,2024-01-08 15:09:41,2024-01-08 15:21:23.442503,2,3.57,142,230,1,13.07,1.12,0.0,1.0,15.19
1,2024-01-09 10:45:16,2024-01-09 11:03:44.684302,2,1.99,161,186,1,13.68,1.2,0.0,1.0,15.88
1,2024-01-09 19:17:43,2024-01-09 19:34:47.461611,2,1.88,158,90,1,14.54,2.14,0.0,1.0,17.68
2,2024-01-29 19:08:08,2024-01-29 19:33:08.126463,3,3.14,230,138,1,18.12,0.52,0.0,1.0,19.64
2,2024-01-23 17:50:23,2024-01-23 18:15:26.161356,1,3.78,230,79,1,17.76,2.75,0.0,1.0,21.51
1,2024-01-08 11:46:56,2024-01-08 11:57:30.819084,1,2.89,50,158,1,10.88,3.25,0.0,1.0,15.14
1,2024-01-04 11:23:21,2024-01-04 11:32:03.179286,5,1.13,170,158,1,9.29,2.11,0.0,1.0,12.4
2,2024-01-11 17:54:49,2024-01-11 18:09:02.711282,6,1.5,138,113,1,12.9,0.97,0.0,1.0,14.88
2,2024-01-22 03:16:47,2024-01-22 03:26:55.505960,2,1.55,163,132,2,8.72,0.0,0.0,1.0,9.72
1,2024-01-12 23:07:17,2024-01-12 23:29:58.071623,5,5.74,161,100,1,20.66,2.07,0.0,1.0,23.72
1,2024-01-04 06:04:54,2024-01-04 06:22:47.410715,4,2.97,4,100,2,15.92,0.0,0.0,1.0,16.92
1,2024-01-02 14:34:57,2024-01-02 14:50:29.430874,2,3.93,113,41,1,13.68,2.28,0.0,1.0,16.97
1,2024-01-11 20:40:33,2024-01-11 20:54:37.463692,5,3.61,138,170,1,14.92,2.55,0.0,1.0,18.46
2,2024-01-21 16:12:46,2024-01-21 16:36:07.100643,1,3.2,142,236,2,19.2,0.0,0.0,1.0,20.2
2,2024-01-21 13:41:09,2024-01-21 13:56:59.484467,1,3.19,41,107,2,16.84,0.0,0.0,1.0,17.84
2,2024-01-04 12:59:53,2024-01-04 13:13:08.692281,2,3.26,158,142,2,13.86,0.0,0.0,1.0,14.86
1,2024-01-20 09:40:20,2024-01-20 09:49:58.241530,2,1.33,107,4,1,10.62,2.36,0.0,1.0,13.98
2,2024-01-12 18:53:07,2024-01-12 19:22:44.504716,1,4.78,140,170,1,22.95,2.63,0.0,1.0,26.58
2,2024-01-05 17:18:57,2024-01-05 18:49:30.254186,2,13.04,186,107,1,56.82,1.29,0.0,1.0,59.11
1,2024-01-13 19:01:39,2024-01-13 19:20:29.605818,5,1.25,230,48,1,11.29,2.14,0.0,1.0,14.44
1,2024-01-20 18:16:44,2024-01-20 18:36:51.902327,2,2.38,125,4,1,14.59,0.92,0.0,1.0,16.51
2,2024-01-06 07:17:17,2024-01-06 07:27:28.755346,2,1.47,43,132,1,11.86,1.6,0.0,1.0,14.47
2,2024-01-26 01:28:14,2024-01-26 01:53:14.483182,3,8.42,68,186,1,27.37,1.58,0.0,1.0,29.95
1,2024-01-15 08:24:24,2024-01-15 08:44:37.857486,2,3.01,48,79,1,-5.0,4.24,0.0,1.0,21.37
1,2024-01-29 03:15:39,2024-01-29 03:16:39.000000,2,0.5,79,48,1,3.03,0.11,0.0,1.0,4.15
1,2024-01-14 20:11:31,2024-01-14 20:26:40.496431,1,2.94,163,163,1,13.95,1.95,0.0,1.0,16.9
1,2024-01-22 12:33:18,2024-01-22 12:40:46.614420,1,1.56,161,163,1,5.6,0.63,0.0,1.0,7.23
1,2024-01-17 22:30:13,2024-01-17 22:42:11.771722,2,3.58,48,100,1,14.25,0.85,0.0,1.0,16.1
2,2024-01-30 08:52:07,2024-01-30 09:11:08.290745,3,3.41,186,114,1,17.61,3.18,0.0,1.0,21.79
2,2024-01-30 17:34:52,2024-01-30 17:56:35.618740,1,3.0,24,163,2,15.08,0.0,0.0,1.0,16.08
1,2024-01-20 07:01:57,2024-01-20 07:20:39.474045,4,3.02,33,162,2,13.61,0.0,0.0,1.0,14.61
2,2024-01-15 17:30:39,2024-01-15 18:09:34.992960,5,6.36,161,256,1,26.17,4.55,0.0,1.0,31.72
2,2024-01-05 02:44:38,2024-01-05 02:55:19.411556,1,2.6,163,186,1,10.21,2.3,0.0,1.0,13.51
2,2024-01-06 07:36:17,2024-01-06 07:55:38.166681,3,2.95,100,100,1,14.14,2.43,0.0,1.0,17.57
1,2024-01-26 10:07:37,2024-01-26 10:29:24.299789,5,3.23,142,186,2,18.55,0.0,0.0,1.0,19.55
2,2024-01-31 16:36:59,2024-01-31 16:48:13.057333,1,1.18,132,132,1,9.37,2.05,0.0,1.0,12.42
2,2024-01-28 15:07:53,2024-01-28 15:15:14.082157,1,1.42,61,50,2,6.46,0.0,0.0,1.0,7.46
2,2024-01-29 17:05:38,2024-01-29 17:30:29.285717,2,3.65,24,50,1,14.91,0.36,0.0,1.0,16.27
1,2024-01-19 19:43:26,2024-01-19 20:24:37.607184,2,5.93,138,48,1,26.92,4.54,0.0,1.0,32.45
2,2024-01-02 07:46:59,2024-01-02 07:48:11.570702,6,1.55,237,138,2,4.27,0.0,0.0,1.0,5.27
2,2024-01-17 15:55:16,2024-01-17 16:12:25.199152,1,4.21,161,163,1,14.48,2.94,8.8,1.0,27.22
1,2024-01-22 10:26:39,2024-01-22 10:39:23.609938,6,1.32,161,82,1,10.2,0.79,0.0,1.0,11.98
2,2024-01-21 15:19:31,2024-01-21 15:51:38.599922,4,7.07,33,186,2,27.49,0.0,0.0,1.0,28.49
2,2024-01-16 07:12:51,2024-01-16 07:27:13.842387,2,1.77,125,79,1,10.24,3.01,0.0,1.0,14.25
1,2024-01-24 13:32:56,2024-01-24 13:44:22.123278,1,2.87,4,162,2,12.67,0.0,0.0,1.0,13.67
1,2024-01-24 12:49:38,2024-01-24 12:56:53.852220,5,1.43,256,82,2,6.44,0.0,0.0,1.0,7.44
2,2024-01-06 21:49:33,2024-01-06 22:04:51.272674,6,3.59,13,132,1,11.57,1.89,0.0,1.0,14.46
1,2024-01-13 07:32:06,2024-01-13 07:45:51.490768,2,2.05,237,158,1,13.79,3.9,0.0,1.0,18.7
2,2024-01-29 07:44:20,2024-01-29 07:54:09.395667,3,1.64,43,230,1,10.33,2.35,0.0,1.0,13.68
1,2024-01-23 14:58:02,2024-01-23 15:02:04.439133,1,2.0,4,107,1,8.9,1.94,0.0,1.0,11.84
2,2024-01-18 22:49:59,2024-01-18 23:01:12.831208,5,1.73,113,4,1,11.4,1.73,0.0,1.0,14.13
1,2024-01-04 19:40:26,2024-01-04 19:54:15.172193,2,1.49,114,186,1,10.88,1.41,0.0,1.0,13.29
2,2024-01-05 11:45:19,2024-01-05 11:49:26.576399,3,1.1,13,7,1,6.92,1.78,0.0,1.0,9.7
2,2024-01-09 18:45:19,2024-01-09 18:58:00.576470,5,2.39,90,43,2,11.66,0.0,0.0,1.0,12.66
2,2024-01-14 07:52:38,2024-01-14 08:24:29.822878,1,4.51,90,256,1,23.91,2.08,0.0,1.0,26.99
1,2024-01-21 23:11:08,2024-01-21 23:23:51.059348,2,3.03,41,68,1,12.79,2.59,0.0,1.0,16.37
2,2024-01-30 08:17:52,2024-01-30 08:39:24.255025,1,3.95,41,161,1,16.78,3.85,0.0,1.0,21.63
1,2024-01-10 08:12:53,2024-01-10 08:28:14.043937,6,2.73,33,161,1,11.72,2.55,0.0,1.0,15.27
2,2024-01-24 01:59:42,2024-01-24 02:12:16.387470,4,3.41,186,68,1,15.4,3.28,0.0,1.0,19.68
1,2024-01-31 10:05:40,2024-01-31 11:01:16.598179,5,10.31,100,4,1,40.79,7.81,0.0,1.0,49.6
1,2024-01-01 06:28:30,2024-01-01 06:41:20.256329,2,2.26,79,50,1,10.82,1.26,7.3,1.0,20.38
1,2024-01-23 21:32:50,2024-01-23 21:48:48.487924,1,3.54,13,125,1,15.81,1.93,0.0,1.0,18.74
1,2024-01-12 12:49:20,2024-01-12 13:01:24.487799,2,1.57,113,50,1,13.42,1.48,0.0,1.0,15.9
1,2024-01-02 15:26:33,2024-01-02 15:45:06.235329,4,2.83,100,186,1,11.4,2.62,0.0,1.0,15.02
1,2024-01-14 10:18:19,2024-01-14 10:32:05.069715,6,1.72,256,140,1,11.2,0.49,0.0,1.0,12.69
2,2024-01-09 08:12:49,2024-01-09 08:38:12.544995,5,3.89,68,113,2,20.72,0.0,0.0,1.0,21.72
2,2024-01-01 06:32:27,2024-01-01 06:46:38.725735,1,2.16,132,79,2,13.98,0.0,0.0,1.0,14.98
1,2024-01-24 14:36:12,2024-01-24 14:58:24.458333,4,5.42,186,186,1,19.81,1.58,5.49,1.0,27.88
2,2024-01-18 11:05:30,2024-01-18 11:23:33.506599,1,2.93,107,158,1,14.82,3.05,0.0,1.0,18.87
2,2024-01-31 16:46:42,2024-01-31 17:11:00.570362,1,3.65,236,186,1,16.26,2.58,0.0,1.0,19.84
2,2024-01-29 21:35:15,2024-01-29 21:35:15.000000,6,0.0,230,132,1,6.66,1.02,0.0,1.0,8.67
1,2024-01-20 22:32:20,2024-01-20 22:57:27.983811,3,5.21,13,4,1,20.88,1.82,0.0,1.0,23.7
1,2024-01-30 21:34:19,2024-01-30 21:49:10.097801,5,3.77,114,237,2,14.94,0.0,0.0,1.0,15.94
2,2024-01-16 11:51:38,2024-01-16 12:05:45.180649,1,3.52,113,142,2,13.38,0.0,0.0,1.0,14.38
2,2024-01-11 06:16:44,2024-01-11 06:34:41.372937,3,5.03,41,24,1,16.12,1.45,0.0,1.0,18.57
2,2024-01-02 15:33:50,2024-01-02 15:40:02.583713,1,2.16,186,230,2,7.88,0.0,0.0,1.0,8.88
1,2024-01-15 17:08:12,2024-01-15 18:06:30.096490,6,9.32,230,79,1,39.94,1.25,0.0,1.0,42.19
1,2024-01-24 07:27:56,2024-01-24 07:43:41.621935,2,2.47,24,100,1,10.88,2.78,0.0,1.0,14.65
2,2024-01-24 18:53:39,2024-01-24 19:13:30.066346,1,2.94,113,186,1,16.57,4.09,0.0,1.0,21.66
1,2024-01-06 06:30:05,2024-01-06 06:47:39.376583,4,4.38,158,50,2,17.74,0.0,0.0,1.0,18.74
1,2024-01-01 09:24:34,2024-01-01 09:35:47.354324,1,1.73,186,107,1,8.66,0.73,0.0,1.0,10.4
2,2024-01-23 22:13:33,2024-01-23 22:31:29.788124,6,3.57,161,186,2,17.05,0.0,0.0,1.0,18.05
1,2024-01-04 18:09:43,2024-01-04 18:28:10.439775,1,2.11,142,107,2,12.77,0.0,0.0,1.0,13.77
1,2024-01-09 19:10:16,2024-01-09 19:29:22.631442,5,2.56,163,41,2,15.11,0.0,7.99,1.0,24.1
2,2024-01-22 21:31:23,2024-01-22 21:41:18.419802,6,3.21,186,41,1,10.9,2.96,0.0,1.0,14.86
2,2024-01-06 11:38:17,2024-01-06 12:01:19.969072,2,4.36,24,161,1,19.98,2.26,0.0,1.0,23.24
2,2024-01-14 16:30:33,2024-01-14 17:09:31.883602,2,5.92,107,260,2,26.76,0.0,0.0,1.0,27.76
1,2024-01-19 17:22:19,2024-01-19 17:31:36.868355,6,1.62,142,142,1,8.28,0.38,0.0,1.0,9.65
1,2024-01-05 17:32:43,2024-01-05 17:44:41.175508,3,2.04,230,82,1,12.08,0.67,11.43,1.0,25.18
1,2024-01-19 09:27:56,2024-01-19 10:09:59.864526,1,7.31,230,33,1,29.9,7.41,0.0,1.0,38.31
1,2024-01-13 06:45:56,2024-01-13 07:01:33.152229,1,3.4,163,158,2,13.94,0.0,0.0,1.0,14.94
2,2024-01-04 12:17:56,2024-01-04 12:29:46.400269,1,3.66,163,138,2,15.2,0.0,0.0,1.0,16.2
1,2024-01-25 21:59:06,2024-01-25 22:10:07.907520,3,1.62,113,161,2,9.94,0.0,0.0,1.0,10.94
2,2024-01-02 17:48:31,2024-01-02 18:00:05.174905,4,1.05,162,170,1,8.73,2.42,0.0,1.0,12.15
2,2024-01-15 12:31:07,2024-01-15 12:49:49.428382,1,3.71,256,4,2,16.92,0.0,0.0,1.0,17.92
1,2024-01-20 12:34:59,2024-01-20 12:35:59.000000,2,0.49,114,13,1,3.08,0.59,0.0,1.0,4.67
2,2024-01-02 16:32:09,2024-01-02 16:53:49.146016,1,2.95,158,7,1,17.6,1.62,0.0,1.0,20.23
2,2024-01-16 22:37:17,2024-01-16 23:06:55.739693,1,7.82,33,138,1,25.98,5.72,0.0,1.0,32.7
2,2024-01-24 10:44:23,2024-01-24 10:59:32.912134,6,2.35,68,162,2,12.32,0.0,0.0,1.0,13.32
2,2024-01-09 13:26:44,2024-01-09 13:41:39.494573,1,3.52,142,43,1,13.75,2.37,7.65,1.0,24.76
1,2024-01-07 23:55:26,2024-01-08 00:08:54.944810,1,1.97,161,90,2,11.25,0.0,0.0,1.0,12.25
2,2024-01-07 15:43:08,2024-01-07 15:53:37.576025,1,2.06,140,13,1,10.31,0.21,0.0,1.0,11.52
1,2024-01-22 15:59:34,2024-01-22 16:12:27.562690,6,3.1,114,236,1,10.81,0.88,0.0,1.0,12.69
2,2024-01-19 17:15:45,2024-01-19 17:43:39.443134,5,4.03,107,90,1,20.06,0.42,0.0,1.0,21.48
1,2024-01-04 18:45:15,2024-01-04 19:00:56.093529,2,1.66,48,237,1,11.63,0.37,0.0,1.0,13.0
1,2024-01-30 12:46:39,2024-01-30 12:51:59.806776,2,1.05,90,236,1,6.08,0.82,0.0,1.0,7.9
1,2024-01-23 20:53:50,2024-01-23 21:00:29.751740,3,2.6,48,41,1,9.43,0.18,0.0,1.0,10.62
1,2024-01-26 09:12:44,2024-01-26 09:34:19.374656,2,3.01,132,100,1,18.03,3.26,0.0,1.0,22.29
1,2024-01-12 07:24:01,2024-01-12 07:36:09.761866,6,1.45,43,161,1,7.76,1.74,0.0,1.0,10.49
2,2024-01-18 15:59:49,2024-01-18 16:40:38.911303,1,11.62,41,237,1,37.35,8.64,0.0,1.0,46.98
1,2024-01-06 16:29:58,2024-01-06 16:38:02.861516,2,0.96,138,237,1,9.02,2.04,0.0,1.0,12.06
2,2024-01-19 11:31:28,2024-01-19 11:40:29.112086,1,1.63,163,161,1,7.76,2.26,0.0,1.0,11.02
1,2024-01-22 10:24:53,2024-01-22 10:40:56.069739,6,2.51,163,186,2,11.87,0.0,0.0,1.0,12.87
2,2024-01-05 14:31:36,2024-01-05 14:40:47.205925,3,1.61,41,255,1,10.19,2.56,0.0,1.0,13.75
2,2024-01-25 14:56:18,2024-01-25 15:12:30.353531,5,3.7,82,132,2,15.46,0.0,0.0,1.0,16.46
1,2024-01-05 19:14:26,2024-01-05 19:24:15.221613,6,2.22,43,43,1,10.35,2.01,0.0,1.0,13.35
2,2024-01-04 17:59:35,2024-01-04 18:19:06.442488,2,2.33,186,43,2,15.39,0.0,0.0,1.0,16.39
2,2024-01-01 20:14:45,2024-01-01 20:38:28.801080,1,6.16,158,125,1,22.1,2.13,6.28,1.0,31.51
2,2024-01-30 17:55:40,2024-01-30 18:39:37.567759,6,6.8,158,43,2,31.77,0.0,0.0,1.0,32.77
2,2024-01-06 09:04:02,2024-01-06 09:25:00.012040,6,3.51,142,158,2,17.63,0.0,0.0,1.0,18.63
2,2024-01-22 19:02:11,2024-01-22 19:26:29.448640,1,3.5,90,161,1,17.91,1.83,0.0,1.0,20.74
2,2024-01-15 09:00:15,2024-01-15 10:05:11.573046,2,10.66,162,236,1,46.76,2.77,0.0,1.0,50.53
1,2024-01-11 16:09:59,2024-01-11 16:21:15.705298,5,1.38,163,260,1,9.44,0.82,0.0,1.0,11.26
1,2024-01-27 09:46:14,2024-01-27 10:21:50.863511,5,6.52,237,132,1,28.34,8.31,0.0,1.0,37.65
1,2024-01-08 15:57:10,2024-01-08 16:15:58.339244,1,4.24,125,237,1,19.43,5.02,0.0,1.0,25.44
1,2024-01-04 12:16:54,2024-01-04 12:28:58.475490,1,2.33,33,230,1,-5.0,3.46,0.0,1.0,16.31
1,2024-01-06 15:42:04,2024-01-06 15:55:21.168973,6,2.33,255,79,1,10.29,0.9,0.0,1.0,12.19
1,2024-01-21 15:57:23,2024-01-21 16:03:44.991111,3,1.69,230,43,1,7.59,2.03,0.0,1.0,10.62
2,2024-01-05 13:07:44,2024-01-05 13:18:43.842660,3,1.44,255,4,1,8.58,0.32,0.0,1.0,9.9
1,2024-01-17 19:38:54,2024-01-17 19:58:53.145537,2,2.02,138,162,2,12.8,0.0,0.0,1.0,13.8
1,2024-01-24 19:37:48,2024-01-24 19:46:29.087228,1,0.71,50,82,1,8.57,0.9,0.0,1.0,10.47
1,2024-01-15 13:33:34,2024-01-15 13:39:30.861751,5,2.32,186,125,1,8.51,0.94,0.0,1.0,10.44
1,2024-01-06 20:54:10,2024-01-06 21:02:39.445000,1,2.84,186,161,2,10.1,0.0,0.0,1.0,11.1
2,2024-01-17 12:24:35,2024-01-17 12:27:22.738941,1,1.9,140,50,2,9.25,0.0,0.0,1.0,10.25
2,2024-01-01 16:50:09,2024-01-01 17:27:42.357616,4,6.06,90,236,1,27.47,2.35,0.0,1.0,30.82
2,2024-01-28 07:57:10,2024-01-28 08:29:53.647535,1,5.67,170,4,1,22.37,2.45,0.0,1.0,25.82
2,2024-01-08 20:15:13,2024-01-08 20:28:06.189213,2,2.65,50,43,1,11.34,2.86,0.0,1.0,15.21
2,2024-01-09 08:41:17,2024-01-09 09:19:36.137216,2,7.15,230,255,1,27.22,3.91,0.0,1.0,32.13
1,2024-01-19 16:18:35,2024-01-19 16:28:45.773883,1,1.39,33,100,2,9.93,0.0,0.0,1.0,10.93
2,2024-01-21 22:28:22,2024-01-21 22:40:48.547818,3,2.41,48,161,2,15.64,0.0,0.0,1.0,16.64
2,2024-01-22 11:52:33,2024-01-22 11:59:19.322006,1,0.74,162,138,1,4.93,0.05,0.0,1.0,5.98
1,2024-01-23 09:00:10,2024-01-23 09:14:13.508210,1,2.42,50,50,1,13.99,3.83,8.34,1.0,27.16
1,2024-01-17 15:08:34,2024-01-17 15:12:49.127555,6,1.41,142,230,1,8.51,0.4,0.0,1.0,9.91
1,2024-01-18 20:49:11,2024-01-18 20:55:38.832117,1,1.64,255,33,2,10.8,0.0,0.0,1.0,11.8
1,2024-01-18 20:18:03,2024-01-18 20:28:51.837454,1,2.09,24,161,1,9.11,0.38,0.0,1.0,10.49
2,2024-01-03 09:41:01,2024-01-03 09:59:53.178431,1,2.94,41,90,1,15.53,2.39,8.88,1.0,27.79
1,2024-01-04 22:50:41,2024-01-04 23:01:24.407015,2,2.1,7,114,1,11.22,3.06,3.1,1.0,18.39
2,2024-01-26 16:56:42,2024-01-26 17:10:00.762570,6,1.24,48,100,1,9.46,1.27,0.0,1.0,11.73
1,2024-01-26 17:47:17,2024-01-26 18:30:53.161010,5,6.77,107,162,1,28.23,7.48,0.0,1.0,36.7
2,2024-01-24 09:03:44,2024-01-24 09:17:16.356087,3,2.01,138,114,1,10.0,2.0,0.0,1.0,13.0
2,2024-01-15 12:28:27,2024-01-15 12:34:39.141125,1,2.21,4,114,2,11.33,0.0,0.0,1.0,12.33
2,2024-01-13 07:03:27,2024-01-13 07:28:25.389567,1,3.23,50,230,2,17.16,0.0,0.0,1.0,18.16
1,2024-01-17 18:59:10,2024-01-17 19:08:41.099940,5,0.89,162,7,2,6.42,0.0,0.0,1.0,7.42
2,2024-01-19 12:40:33,2024-01-19 13:01:57.584612,3,5.62,142,158,1,21.73,2.3,0.0,1.0,25.03
2,2024-01-03 16:28:30,2024-01-03 16:37:22.724675,1,1.26,125,255,2,10.22,0.0,0.0,1.0,11.22
2,2024-01-27 18:52:32,2024-01-27 19:05:18.463146,3,1.65,186,132,2,9.41,0.0,0.0,1.0,10.41
2,2024-01-15 16:27:15,2024-01-15 17:01:34.957997,3,4.7,107,79,1,25.95,4.7,0.0,1.0,31.65
2,2024-01-14 08:54:04,2024-01-14 09:08:39.334117,2,2.35,138,260,1,13.4,1.72,0.0,1.0,16.11
2,2024-01-27 07:17:37,2024-01-27 07:51:30.458792,1,4.79,260,43,1,22.82,1.22,0.0,1.0,25.04
2,2024-01-23 13:28:14,2024-01-23 13:44:39.424306,1,2.97,236,161,1,12.82,2.46,0.0,1.0,16.28
2,2024-01-23 13:36:12,2024-01-23 13:50:10.633106,3,3.02,161,186,1,14.88,3.32,0.0,1.0,19.19
2,2024-01-22 11:34:03,2024-01-22 11:41:22.537233,1,0.91,142,113,2,6.98,0.0,0.0,1.0,7.98
1,2024-01-09 06:03:04,2024-01-09 06:08:01.997545,3,1.07,114,90,2,5.48,0.0,0.0,1.0,6.48
2,2024-01-26 08:09:38,2024-01-26 08:44:25.200918,2,6.12,163,48,2,28.57,0.0,0.0,1.0,29.57
2,2024-01-07 15:56:49,2024-01-07 16:11:12.654676,6,3.14,107,13,2,13.18,0.0,6.88,1.0,21.06
2,2024-01-25 22:39:37,2024-01-25 22:52:36.028385,6,2.96,132,82,2,14.33,0.0,0.0,1.0,15.33
2,2024-01-31 09:40:27,2024-01-31 09:59:39.649565,6,2.77,50,138,1,15.76,3.01,0.0,1.0,19.77
1,2024-01-27 05:45:17,2024-01-27 05:48:33.450422,2,1.97,7,100,1,8.82,0.65,0.0,1.0,10.47
2,2024-01-28 08:15:15,2024-01-28 08:53:33.458873,5,5.81,186,50,1,28.61,5.87,0.0,1.0,35.48
1,2024-01-14 16:48:04,2024-01-14 17:10:37.708604,2,3.36,125,79,2,18.33,0.0,0.0,1.0,19.33
2,2024-01-09 08:47:53,2024-01-09 09:13:41.064706,2,3.94,113,142,2,21.3,0.0,6.22,1.0,28.52
1,2024-01-29 08:33:19,2024-01-29 08:53:49.338777,2,3.1,33,79,1,15.25,4.52,0.0,1.0,20.77
1,2024-01-28 20:31:40,2024-01-28 20:42:46.902484,6,2.08,113,90,1,9.45,0.9,0.0,1.0,11.35
1,2024-01-04 16:15:06,2024-01-04 16:31:55.315550,2,2.4,230,260,2,13.61,0.0,0.0,1.0,14.61
1,2024-01-31 22:35:34,2024-01-31 22:43:40.261667,5,1.71,162,163,1,11.19,0.72,0.0,1.0,12.91
1,2024-01-10 18:35:04,2024-01-10 18:53:15.058365,2,2.9,33,41,1,13.98,3.13,0.0,1.0,18.11
2,2024-01-28 11:40:20,2024-01-28 11:49:55.047203,4,3.22,125,230,1,12.48,1.51,0.0,1.0,14.98
1,2024-01-18 16:33:00,2024-01-18 16:49:26.920539,3,2.26,236,24,1,13.08,2.55,0.0,1.0,16.64
1,2024-01-23 11:34:37,2024-01-23 12:06:39.668593,2,8.27,107,107,1,28.68,7.2,0.0,1.0,36.89
1,2024-01-27 02:47:29,2024-01-27 03:09:09.992726,1,7.51,61,107,1,26.35,5.78,0.0,1.0,33.13
2,2024-01-07 13:41:03,2024-01-07 13:46:11.759119,2,1.05,4,186,1,10.26,1.04,0.0,1.0,12.3
2,2024-01-14 22:58:24,2024-01-14 23:08:41.109717,5,2.05,161,24,1,9.43,0.08,0.0,1.0,10.51
1,2024-01-09 19:25:55,2024-01-09 19:36:51.648329,1,0.87,142,161,1,9.18,0.07,0.0,1.0,10.25
1,2024-01-06 00:23:12,2024-01-06 00:28:25.772880,6,0.74,158,142,1,7.19,1.84,11.47,1.0,21.5
1,2024-01-17 12:43:31,2024-01-17 13:04:01.341425,1,5.68,68,107,1,19.89,0.85,0.0,1.0,21.74
1,2024-01-17 17:22:57,2024-01-17 17:45:13.198581,1,3.46,41,140,2,17.37,0.0,0.0,1.0,18.37
1,2024-01-17 17:31:44,2024-01-17 18:18:05.957765,3,6.6,114,138,2,29.93,0.0,0.0,1.0,30.93
1,2024-01-07 09:18:04,2024-01-07 09:31:18.180957,3,1.57,113,82,1,12.12,3.33,0.0,1.0,16.45
1,2024-01-12 13:19:58,2024-01-12 13:37:09.473434,1,3.42,107,186,1,13.85,1.2,0.0,1.0,16.05
2,2024-01-28 18:36:17,2024-01-28 18:47:54.976792,6,1.71,41,100,1,10.87,1.63,0.0,1.0,13.5
2,2024-01-09 22:29:08,2024-01-09 22:40:28.468719,4,1.58,256,237,1,9.11,0.86,0.0,1.0,10.97
2,2024-01-25 11:04:43,2024-01-25 11:10:52.972857,1,3.06,170,138,1,9.08,0.79,0.0,1.0,10.88
1,2024-01-04 07:57:14,2024-01-04 08:18:31.633531,1,3.78,186,41,1,15.75,2.36,0.0,1.0,19.11
